InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,Day,Hour
542517,22897,OVEN MITT APPLES DESIGN,50,2011-01-28 12:11:00,1.25,13694,United Kingdom,62.5,2011,1,Friday,12
563903,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-21 11:15:00,2.08,17068,United Kingdom,20.8,2011,8,Sunday,11
569223,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-10-02 13:49:00,4.25,16283,United Kingdom,4.25,2011,10,Sunday,13
571180,85014B,RED RETROSPOT UMBRELLA,6,2011-10-14 10:47:00,5.95,15498,United Kingdom,35.7,2011,10,Friday,10
567128,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,16,2011-09-16 14:04:00,0.85,18055,United Kingdom,13.6,2011,9,Friday,14
565788,22576,SWALLOW WOODEN CHRISTMAS DECORATION,12,2011-09-07 08:18:00,0.85,13210,United Kingdom,10.2,2011,9,Wednesday,8
539325,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2010-12-17 08:20:00,0.85,13004,United Kingdom,10.2,2010,12,Friday,8
576933,23207,LUNCH BAG ALPHABET DESIGN,3,2011-11-17 11:29:00,1.65,15529,United Kingdom,4.949999999999999,2011,11,Thursday,11
562680,22629,SPACEBOY LUNCH BOX ,1,2011-08-08 13:46:00,1.95,17954,United Kingdom,1.95,2011,8,Monday,13
540372,20998,ROSE DU SUD OVEN GLOVE,12,2011-01-06 16:41:00,2.95,13081,United Kingdom,35.400000000000006,2011,1,Thursday,16
537607,21479,WHITE SKULL HOT WATER BOTTLE ,6,2010-12-07 13:18:00,3.75,15965,United Kingdom,22.5,2010,12,Tuesday,13
580680,15056N,EDWARDIAN PARASOL NATURAL,3,2011-12-05 14:51:00,5.95,13001,United Kingdom,17.85,2011,12,Monday,14
569528,23010,CIRCUS PARADE BABY GIFT SET,1,2011-10-04 14:53:00,16.95,16242,United Kingdom,16.95,2011,10,Tuesday,14
549909,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,6,2011-04-12 16:43:00,2.1,15777,United Kingdom,12.600000000000001,2011,4,Tuesday,16
554556,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-05-25 10:11:00,8.25,13098,United Kingdom,16.5,2011,5,Wednesday,10
556042,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-06-08 12:44:00,2.55,14367,United Kingdom,15.299999999999999,2011,6,Wednesday,12
577791,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-21 16:36:00,0.29,17100,United Kingdom,6.959999999999999,2011,11,Monday,16
574830,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-11-07 11:21:00,1.65,16053,United Kingdom,16.5,2011,11,Monday,11
573510,20961,STRAWBERRY BATH SPONGE ,1,2011-10-31 12:21:00,1.25,14808,United Kingdom,1.25,2011,10,Monday,12
561894,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-07-31 15:00:00,1.65,14456,United Kingdom,1.65,2011,7,Sunday,15
538248,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,2010-12-10 12:14:00,2.55,18116,United Kingdom,2.55,2010,12,Friday,12
577093,23528,WALL ART SPACEBOY,6,2011-11-17 16:37:00,3.75,13089,United Kingdom,22.5,2011,11,Thursday,16
537051,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-12-05 11:12:00,2.55,15708,United Kingdom,15.299999999999999,2010,12,Sunday,11
562649,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2,2011-08-08 13:11:00,2.55,14606,United Kingdom,5.1,2011,8,Monday,13
569920,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-10-06 17:28:00,0.83,13348,United Kingdom,9.959999999999999,2011,10,Thursday,17
563685,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-08-18 12:26:00,4.65,14911,EIRE,18.6,2011,8,Thursday,12
558686,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-07-01 11:33:00,1.25,17706,United Kingdom,30.0,2011,7,Friday,11
545035,82600,NO SINGING METAL SIGN,6,2011-02-25 17:03:00,2.1,15078,United Kingdom,12.600000000000001,2011,2,Friday,17
554157,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-05-23 11:33:00,1.65,18283,United Kingdom,1.65,2011,5,Monday,11
574081,85054,FRENCH ENAMEL POT W LID,6,2011-11-02 16:37:00,2.95,15804,United Kingdom,17.700000000000003,2011,11,Wednesday,16
555851,21385,IVORY HANGING DECORATION  HEART,24,2011-06-07 13:37:00,0.85,13050,United Kingdom,20.4,2011,6,Tuesday,13
549587,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,24,2011-04-11 10:01:00,0.55,15737,United Kingdom,13.200000000000001,2011,4,Monday,10
577951,84519B,CARROT CHARLIE+LOLA COASTER SET,6,2011-11-22 12:09:00,1.25,17238,United Kingdom,7.5,2011,11,Tuesday,12
546422,72122,COFFEE SCENT PILLAR CANDLE,2,2011-03-13 11:38:00,0.95,15547,United Kingdom,1.9,2011,3,Sunday,11
558338,23306,SET OF 36 DOILIES PANTRY DESIGN,12,2011-06-28 13:36:00,1.45,16824,United Kingdom,17.4,2011,6,Tuesday,13
553224,21981,PACK OF 12 WOODLAND TISSUES ,12,2011-05-16 10:40:00,0.29,17228,United Kingdom,3.4799999999999995,2011,5,Monday,10
544571,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-21 13:07:00,1.45,15146,United Kingdom,17.4,2011,2,Monday,13
554092,20725,LUNCH BAG RED RETROSPOT,10,2011-05-22 12:41:00,1.65,17176,United Kingdom,16.5,2011,5,Sunday,12
553861,22423,REGENCY CAKESTAND 3 TIER,6,2011-05-19 13:58:00,12.75,13591,United Kingdom,76.5,2011,5,Thursday,13
573151,22866,HAND WARMER SCOTTY DOG DESIGN,3,2011-10-27 20:09:00,2.1,17602,United Kingdom,6.300000000000001,2011,10,Thursday,20
547568,21042,RED RETROSPOT APRON ,3,2011-03-24 09:50:00,5.95,13341,United Kingdom,17.85,2011,3,Thursday,9
559421,POST,POSTAGE,1,2011-07-08 11:55:00,18.0,12648,Germany,18.0,2011,7,Friday,11
565332,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,2011-09-02 14:09:00,0.95,13695,United Kingdom,22.799999999999997,2011,9,Friday,14
548188,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2011-03-29 15:12:00,2.1,13263,United Kingdom,4.2,2011,3,Tuesday,15
575563,21811,HANGING HEART WITH BELL,48,2011-11-10 11:22:00,0.39,17521,United Kingdom,18.72,2011,11,Thursday,11
571748,22651,GENTLEMAN SHIRT REPAIR KIT ,10,2011-10-19 11:13:00,0.85,18077,United Kingdom,8.5,2011,10,Wednesday,11
573100,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-10-27 14:49:00,1.65,17528,United Kingdom,19.799999999999997,2011,10,Thursday,14
578151,22961,JAM MAKING SET PRINTED,12,2011-11-23 11:18:00,1.45,16020,United Kingdom,17.4,2011,11,Wednesday,11
565579,21181,PLEASE ONE PERSON METAL SIGN,3,2011-09-05 12:35:00,2.1,18283,United Kingdom,6.300000000000001,2011,9,Monday,12
575868,22970,LONDON BUS COFFEE MUG,6,2011-11-11 12:44:00,2.55,12985,United Kingdom,15.299999999999999,2011,11,Friday,12
550305,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2011-04-17 10:27:00,3.25,17920,United Kingdom,19.5,2011,4,Sunday,10
574536,21914,BLUE HARMONICA IN BOX ,6,2011-11-04 14:35:00,1.25,15707,United Kingdom,7.5,2011,11,Friday,14
567380,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,2011-09-20 10:06:00,1.95,12620,France,23.4,2011,9,Tuesday,10
581496,21462,"NURSERY A,B,C PAINTED LETTERS",8,2011-12-09 10:20:00,1.95,16558,United Kingdom,15.6,2011,12,Friday,10
555938,21156,RETROSPOT CHILDRENS APRON,8,2011-06-08 09:58:00,1.95,14257,United Kingdom,15.6,2011,6,Wednesday,9
577500,22365,DOORMAT RESPECTABLE HOUSE,1,2011-11-20 12:30:00,8.25,14052,United Kingdom,8.25,2011,11,Sunday,12
574328,21484,CHICK GREY HOT WATER BOTTLE,12,2011-11-04 09:05:00,4.25,13081,United Kingdom,51.0,2011,11,Friday,9
576846,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-11-16 15:35:00,1.25,13500,United Kingdom,30.0,2011,11,Wednesday,15
540278,22189,CREAM HEART CARD HOLDER,3,2011-01-06 12:31:00,3.95,15719,United Kingdom,11.850000000000001,2011,1,Thursday,12
556441,23168,CLASSIC CAFE SUGAR DISPENSER,4,2011-06-10 15:07:00,1.25,14415,United Kingdom,5.0,2011,6,Friday,15
555728,22629,SPACEBOY LUNCH BOX ,1,2011-06-06 16:41:00,1.95,17252,United Kingdom,1.95,2011,6,Monday,16
551057,22960,JAM MAKING SET WITH JARS,1,2011-04-26 11:59:00,4.25,16942,United Kingdom,4.25,2011,4,Tuesday,11
580666,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-12-05 14:06:00,2.55,15856,United Kingdom,81.6,2011,12,Monday,14
543657,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,12,2011-02-11 10:38:00,3.75,15133,United Kingdom,45.0,2011,2,Friday,10
563404,21452,TOADSTOOL MONEY BOX,12,2011-08-16 11:04:00,2.95,16303,United Kingdom,35.400000000000006,2011,8,Tuesday,11
564315,23294,SET OF 6 SNACK LOAF BAKING CASES,2,2011-08-24 13:07:00,0.83,14730,United Kingdom,1.66,2011,8,Wednesday,13
549448,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-04-08 14:07:00,8.25,13078,United Kingdom,16.5,2011,4,Friday,14
569403,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-10-04 09:02:00,1.65,13319,United Kingdom,16.5,2011,10,Tuesday,9
577831,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-11-22 10:17:00,0.85,16748,United Kingdom,8.5,2011,11,Tuesday,10
580633,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10,2011-12-05 12:28:00,0.39,17579,United Kingdom,3.9000000000000004,2011,12,Monday,12
545937,21506,"FANCY FONT BIRTHDAY CARD, ",24,2011-03-08 12:05:00,0.42,12758,Portugal,10.08,2011,3,Tuesday,12
554823,23203,JUMBO BAG DOILEY PATTERNS,4,2011-05-26 14:20:00,2.08,16624,United Kingdom,8.32,2011,5,Thursday,14
555728,22197,SMALL POPCORN HOLDER,5,2011-06-06 16:41:00,0.85,17252,United Kingdom,4.25,2011,6,Monday,16
570103,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-10-07 12:18:00,2.95,15719,United Kingdom,2.95,2011,10,Friday,12
554009,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2011-05-20 12:38:00,2.55,12935,United Kingdom,15.299999999999999,2011,5,Friday,12
551966,21733,RED HANGING HEART T-LIGHT HOLDER,3,2011-05-05 13:14:00,2.95,15356,United Kingdom,8.850000000000001,2011,5,Thursday,13
551517,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,2011-05-01 11:14:00,1.65,16931,United Kingdom,3.3,2011,5,Sunday,11
578031,23356,LOVE HOT WATER BOTTLE,4,2011-11-22 13:41:00,5.95,15796,United Kingdom,23.8,2011,11,Tuesday,13
564168,22294,HEART FILIGREE DOVE  SMALL,2,2011-08-23 13:51:00,1.25,16794,United Kingdom,2.5,2011,8,Tuesday,13
567936,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,2011-09-22 18:10:00,7.65,15194,United Kingdom,61.2,2011,9,Thursday,18
579287,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-11-29 10:58:00,1.25,13496,United Kingdom,15.0,2011,11,Tuesday,10
547874,35922,EASTER BUNNY WREATH,2,2011-03-27 15:39:00,4.95,14476,United Kingdom,9.9,2011,3,Sunday,15
572887,22728,ALARM CLOCK BAKELIKE PINK,8,2011-10-26 13:47:00,3.75,12362,Belgium,30.0,2011,10,Wednesday,13
554987,22522,CHILDS GARDEN FORK BLUE ,1,2011-05-29 12:48:00,0.85,14823,United Kingdom,0.85,2011,5,Sunday,12
563928,22585,PACK OF 6 BIRDY GIFT TAGS,8,2011-08-21 15:17:00,1.25,17059,United Kingdom,10.0,2011,8,Sunday,15
543245,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-02-04 14:08:00,3.75,16725,United Kingdom,3.75,2011,2,Friday,14
562772,37370,RETRO COFFEE MUGS ASSORTED,6,2011-08-09 12:07:00,1.25,13097,United Kingdom,7.5,2011,8,Tuesday,12
541970,22561,WOODEN SCHOOL COLOURING SET,12,2011-01-24 13:48:00,1.65,15179,United Kingdom,19.799999999999997,2011,1,Monday,13
547867,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-03-27 13:56:00,0.85,13357,United Kingdom,1.7,2011,3,Sunday,13
540094,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-01-04 15:33:00,1.95,14221,United Kingdom,15.6,2011,1,Tuesday,15
579170,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-11-28 14:26:00,3.75,17811,United Kingdom,3.75,2011,11,Monday,14
536591,22121,NOEL WOODEN BLOCK LETTERS ,2,2010-12-01 16:58:00,5.95,14606,United Kingdom,11.9,2010,12,Wednesday,16
574965,21828,EIGHT PIECE SNAKE  SET,1,2011-11-08 10:44:00,1.25,17964,United Kingdom,1.25,2011,11,Tuesday,10
577557,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2011-11-20 15:36:00,0.42,15426,United Kingdom,0.42,2011,11,Sunday,15
547670,21668,RED STRIPE CERAMIC DRAWER KNOB,1,2011-03-24 13:41:00,1.25,16769,United Kingdom,1.25,2011,3,Thursday,13
562712,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-08-08 15:00:00,2.89,13016,United Kingdom,17.34,2011,8,Monday,15
579499,22384,LUNCH BAG PINK POLKADOT,10,2011-11-29 15:59:00,1.65,17682,United Kingdom,16.5,2011,11,Tuesday,15
538656,21874,GIN AND TONIC MUG,1,2010-12-13 15:20:00,1.25,17371,United Kingdom,1.25,2010,12,Monday,15
569576,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2011-10-05 10:38:00,3.75,17739,United Kingdom,90.0,2011,10,Wednesday,10
552285,84519A,TOMATO CHARLIE+LOLA COASTER SET,1,2011-05-08 12:58:00,1.25,14684,United Kingdom,1.25,2011,5,Sunday,12
537818,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-08 13:53:00,2.95,12766,Portugal,17.700000000000003,2010,12,Wednesday,13
569331,23203,JUMBO BAG DOILEY PATTERNS,10,2011-10-03 13:39:00,2.08,16875,United Kingdom,20.8,2011,10,Monday,13
581425,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-08 15:31:00,12.75,14796,United Kingdom,12.75,2011,12,Thursday,15
559539,21746,SMALL RED RETROSPOT WINDMILL,2,2011-07-10 12:28:00,1.25,18024,United Kingdom,2.5,2011,7,Sunday,12
580262,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-12-02 12:42:00,1.25,16759,United Kingdom,30.0,2011,12,Friday,12
552839,22855,FINE WICKER HEART ,12,2011-05-11 14:25:00,1.25,14367,United Kingdom,15.0,2011,5,Wednesday,14
544479,22077,6 RIBBONS RUSTIC CHARM,144,2011-02-21 10:28:00,1.45,14646,Netherlands,208.79999999999998,2011,2,Monday,10
556905,23051,RECYCLED ACAPULCO MAT BLUE,1,2011-06-15 13:05:00,8.25,16904,United Kingdom,8.25,2011,6,Wednesday,13
565420,23439,HAND WARMER RED LOVE HEART,9,2011-09-04 12:09:00,2.1,16326,United Kingdom,18.900000000000002,2011,9,Sunday,12
572103,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-10-20 15:57:00,1.65,17571,United Kingdom,1.65,2011,10,Thursday,15
556531,22424,ENAMEL BREAD BIN CREAM,2,2011-06-13 11:49:00,12.75,15491,United Kingdom,25.5,2011,6,Monday,11
571465,22567,20 DOLLY PEGS RETROSPOT,1,2011-10-17 14:29:00,1.45,14830,United Kingdom,1.45,2011,10,Monday,14
548987,84991,60 TEATIME FAIRY CAKE CASES,2,2011-04-05 12:50:00,0.55,14535,United Kingdom,1.1,2011,4,Tuesday,12
553375,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-05-16 14:53:00,1.65,14911,EIRE,19.799999999999997,2011,5,Monday,14
566274,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-09-11 13:58:00,1.95,13884,United Kingdom,11.7,2011,9,Sunday,13
555368,21537,RED RETROSPOT PUDDING BOWL,4,2011-06-02 14:30:00,4.25,13437,United Kingdom,17.0,2011,6,Thursday,14
564141,21686,MEDINA STAMPED METAL STOOL,1,2011-08-23 11:47:00,39.95,17841,United Kingdom,39.95,2011,8,Tuesday,11
568301,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-09-26 12:45:00,1.65,16383,United Kingdom,3.3,2011,9,Monday,12
580527,84661B,BLACK SQUARE TABLE CLOCK,1,2011-12-04 15:19:00,0.79,13736,United Kingdom,0.79,2011,12,Sunday,15
570791,23090,VINTAGE GLASS T-LIGHT HOLDER,12,2011-10-12 11:58:00,0.83,17346,United Kingdom,9.959999999999999,2011,10,Wednesday,11
551282,84991,60 TEATIME FAIRY CAKE CASES,2,2011-04-27 13:44:00,0.55,16919,United Kingdom,1.1,2011,4,Wednesday,13
574738,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-11-06 16:01:00,2.95,12748,United Kingdom,35.400000000000006,2011,11,Sunday,16
540975,22723,SET OF 6 HERB TINS SKETCHBOOK,1,2011-01-12 14:57:00,3.95,14040,United Kingdom,3.95,2011,1,Wednesday,14
554074,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-05-22 11:28:00,1.25,13230,United Kingdom,30.0,2011,5,Sunday,11
545712,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2011-03-07 09:52:00,3.75,18280,United Kingdom,15.0,2011,3,Monday,9
536639,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-02 11:45:00,2.1,15111,United Kingdom,25.200000000000003,2010,12,Thursday,11
572719,23316,RED REFECTORY CLOCK ,2,2011-10-25 15:03:00,9.95,13871,United Kingdom,19.9,2011,10,Tuesday,15
548011,21212,PACK OF 72 RETROSPOT CAKE CASES,240,2011-03-29 11:14:00,0.42,14646,Netherlands,100.8,2011,3,Tuesday,11
560861,21314,SMALL GLASS HEART TRINKET POT,1,2011-07-21 13:37:00,2.1,17660,United Kingdom,2.1,2011,7,Thursday,13
572732,22207,FRYING PAN UNION FLAG,2,2011-10-25 15:21:00,4.25,18079,United Kingdom,8.5,2011,10,Tuesday,15
552853,23203,JUMBO BAG DOILEY PATTERNS,3,2011-05-11 15:13:00,2.08,16712,United Kingdom,6.24,2011,5,Wednesday,15
537205,22470,HEART OF WICKER LARGE,6,2010-12-05 14:52:00,2.95,13034,United Kingdom,17.700000000000003,2010,12,Sunday,14
548210,22297,HEART IVORY TRELLIS SMALL,1,2011-03-29 17:23:00,1.25,14606,United Kingdom,1.25,2011,3,Tuesday,17
577128,22113,GREY HEART HOT WATER BOTTLE,4,2011-11-17 19:48:00,4.25,14508,United Kingdom,17.0,2011,11,Thursday,19
550906,35809A,ENAMEL PINK TEA CONTAINER,12,2011-04-21 12:34:00,0.83,14298,United Kingdom,9.959999999999999,2011,4,Thursday,12
550330,22938,CUPCAKE LACE PAPER SET 6,12,2011-04-17 13:27:00,1.95,15827,United Kingdom,23.4,2011,4,Sunday,13
547815,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-03-25 14:19:00,4.15,13520,Switzerland,16.6,2011,3,Friday,14
547785,85054,FRENCH ENAMEL POT W LID,2,2011-03-25 11:41:00,2.95,13097,United Kingdom,5.9,2011,3,Friday,11
563746,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-08-19 10:05:00,0.85,14745,United Kingdom,10.2,2011,8,Friday,10
575914,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-11 16:31:00,0.29,17071,United Kingdom,6.959999999999999,2011,11,Friday,16
569718,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-10-06 09:01:00,8.25,15837,United Kingdom,16.5,2011,10,Thursday,9
547690,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,2011-03-24 14:56:00,0.42,16063,United Kingdom,10.08,2011,3,Thursday,14
538174,22808,SET OF 6 T-LIGHTS EASTER CHICKS,18,2010-12-10 09:35:00,2.95,12471,Germany,53.1,2010,12,Friday,9
570404,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-10-10 12:50:00,0.55,16395,United Kingdom,1.1,2011,10,Monday,12
562768,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-08-09 10:49:00,2.08,14127,United Kingdom,20.8,2011,8,Tuesday,10
538308,21967,PACK OF 12 SKULL TISSUES,24,2010-12-10 13:29:00,0.29,14107,United Kingdom,6.959999999999999,2010,12,Friday,13
567928,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-09-22 17:31:00,2.95,12380,Belgium,17.700000000000003,2011,9,Thursday,17
538629,21818,GLITTER CHRISTMAS HEART ,5,2010-12-13 13:10:00,0.85,17799,United Kingdom,4.25,2010,12,Monday,13
577733,23367,SET 12 COLOUR PENCILS SPACEBOY ,6,2011-11-21 13:10:00,0.65,15163,United Kingdom,3.9000000000000004,2011,11,Monday,13
571281,22512,DOORSTOP RACING CAR DESIGN,4,2011-10-16 13:23:00,3.39,14088,United Kingdom,13.56,2011,10,Sunday,13
567206,84836,ZINC METAL HEART DECORATION,12,2011-09-19 10:51:00,1.25,13562,United Kingdom,15.0,2011,9,Monday,10
552051,23077,DOUGHNUT LIP GLOSS ,20,2011-05-06 10:10:00,1.25,14796,United Kingdom,25.0,2011,5,Friday,10
570839,22721,SET OF 3 CAKE TINS SKETCHBOOK,6,2011-10-12 14:08:00,4.95,14911,EIRE,29.700000000000003,2011,10,Wednesday,14
561799,21622,VINTAGE UNION JACK CUSHION COVER,4,2011-07-29 13:46:00,4.95,15776,United Kingdom,19.8,2011,7,Friday,13
563098,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-08-12 09:14:00,0.55,14911,EIRE,13.200000000000001,2011,8,Friday,9
563933,22767,TRIPLE PHOTO FRAME CORNICE ,4,2011-08-21 15:54:00,9.95,16536,United Kingdom,39.8,2011,8,Sunday,15
566345,23206,LUNCH BAG APPLE DESIGN,10,2011-09-12 12:27:00,1.65,17685,United Kingdom,16.5,2011,9,Monday,12
570488,22766,PHOTO FRAME CORNICE,1,2011-10-10 17:12:00,5.79,14096,United Kingdom,5.79,2011,10,Monday,17
577751,35970,ZINC FOLKART SLEIGH BELLS,1,2011-11-21 14:34:00,1.69,12904,United Kingdom,1.69,2011,11,Monday,14
539636,22962,JAM JAR WITH PINK LID,24,2010-12-20 15:15:00,0.85,12481,Germany,20.4,2010,12,Monday,15
580719,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,36,2011-12-05 16:54:00,0.85,14739,United Kingdom,30.599999999999998,2011,12,Monday,16
570459,23302,KNEELING MAT HOUSEWORK  DESIGN,12,2011-10-10 15:42:00,1.65,15801,United Kingdom,19.799999999999997,2011,10,Monday,15
563746,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-08-19 10:05:00,0.29,14745,United Kingdom,27.839999999999996,2011,8,Friday,10
556474,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-06-12 12:01:00,2.08,16007,United Kingdom,2.08,2011,6,Sunday,12
549553,21033,JUMBO BAG CHARLIE AND LOLA TOYS,3,2011-04-10 12:22:00,2.08,16931,United Kingdom,6.24,2011,4,Sunday,12
560357,23550,WRAP ALPHABET POSTER  ,25,2011-07-18 11:42:00,0.42,15527,United Kingdom,10.5,2011,7,Monday,11
559538,22429,ENAMEL MEASURING JUG CREAM,2,2011-07-10 12:25:00,4.25,16880,United Kingdom,8.5,2011,7,Sunday,12
571212,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2011-10-14 12:53:00,4.95,12856,United Kingdom,4.95,2011,10,Friday,12
575745,23203,JUMBO BAG VINTAGE DOILY ,10,2011-11-11 10:14:00,2.08,16458,United Kingdom,20.8,2011,11,Friday,10
572908,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-10-26 15:47:00,3.95,15835,United Kingdom,15.8,2011,10,Wednesday,15
557298,23099,FRENCH CARRIAGE LANTERN,2,2011-06-19 13:55:00,6.65,17519,United Kingdom,13.3,2011,6,Sunday,13
574052,22617,BAKING SET SPACEBOY DESIGN,1,2011-11-02 13:50:00,4.95,16706,United Kingdom,4.95,2011,11,Wednesday,13
563214,22667,RECIPE BOX RETROSPOT ,1,2011-08-14 12:56:00,2.95,16370,United Kingdom,2.95,2011,8,Sunday,12
561798,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-07-29 13:39:00,2.95,14911,EIRE,35.400000000000006,2011,7,Friday,13
572913,85032A,ROMANTIC IMAGES GIFT WRAP SET,2,2011-10-26 16:21:00,0.65,15993,United Kingdom,1.3,2011,10,Wednesday,16
557615,22423,REGENCY CAKESTAND 3 TIER,2,2011-06-21 13:24:00,12.75,15498,United Kingdom,25.5,2011,6,Tuesday,13
537159,22357,KINGS CHOICE BISCUIT TIN,1,2010-12-05 13:17:00,4.25,14527,United Kingdom,4.25,2010,12,Sunday,13
539754,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-12-21 16:06:00,0.55,12748,United Kingdom,0.55,2010,12,Tuesday,16
552134,22191,IVORY DINER WALL CLOCK,4,2011-05-06 11:50:00,8.5,14944,United Kingdom,34.0,2011,5,Friday,11
560807,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-07-21 10:44:00,2.49,18143,United Kingdom,14.940000000000001,2011,7,Thursday,10
548666,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-04-01 14:58:00,0.95,13124,United Kingdom,11.399999999999999,2011,4,Friday,14
576098,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-11-14 10:01:00,2.95,14862,United Kingdom,17.700000000000003,2011,11,Monday,10
576865,23159,SET OF 5 PANCAKE DAY MAGNETS,1,2011-11-16 16:08:00,2.08,12748,United Kingdom,2.08,2011,11,Wednesday,16
537781,22418,10 COLOUR SPACEBOY PEN,2,2010-12-08 12:46:00,0.85,17341,United Kingdom,1.7,2010,12,Wednesday,12
577230,22097,SWALLOW SQUARE TISSUE BOX,7,2011-11-18 12:08:00,0.39,18034,United Kingdom,2.73,2011,11,Friday,12
567858,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2,2011-09-22 13:50:00,0.65,16813,United Kingdom,1.3,2011,9,Thursday,13
549988,21217,RED RETROSPOT ROUND CAKE TINS,2,2011-04-13 16:43:00,9.95,14367,United Kingdom,19.9,2011,4,Wednesday,16
542107,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,2011-01-25 13:38:00,1.45,16222,United Kingdom,2.9,2011,1,Tuesday,13
541136,85159A,"BLACK TEA,COFFEE,SUGAR JARS",24,2011-01-14 10:39:00,1.25,18229,United Kingdom,30.0,2011,1,Friday,10
565292,22112,CHOCOLATE HOT WATER BOTTLE,12,2011-09-02 11:54:00,4.95,16102,United Kingdom,59.400000000000006,2011,9,Friday,11
564092,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-08-23 10:24:00,3.75,13767,United Kingdom,15.0,2011,8,Tuesday,10
